# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed May 21 10:45:31 2025
#
# User preference: *
#
# CONSTRAINT:  where (tran_flag = 1
# CONSTRAINT:  and pl_orbper not null
# CONSTRAINT:  and pl_orbpererr1 > 0
# CONSTRAINT:  and pl_rade not null
# CONSTRAINT:  and pl_radeerr1 > 0
# CONSTRAINT:  and pl_tranmid not null
# CONSTRAINT:  and pl_tranmiderr1 > 0)
#
# COLUMN pl_name:        Planet Name
# COLUMN tran_flag:      Detected by Transits
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_tranmiderr1: Transit Midpoint Upper Unc. [days]
# COLUMN pl_tranmidlim:  Transit Midpoint Limit Flag
# COLUMN pl_trandur:     Transit Duration [hours]
# COLUMN pl_trandurerr1: Transit Duration Upper Unc. [hours]
# COLUMN pl_trandurlim:  Transit Duration Limit Flag
# COLUMN pl_ratdor:      Ratio of Semi-Major Axis to Stellar Radius
# COLUMN pl_ratdorerr1:  Ratio of Semi-Major Axis to Stellar Radius Upper Unc.
# COLUMN pl_ratdorlim:   Ratio of Semi-Major Axis to Stellar Radius Limit Flag
# COLUMN pl_orblper:     Argument of Periastron [deg]
# COLUMN pl_orblpererr1: Argument of Periastron Upper Unc. [deg]
# COLUMN pl_orblperlim:  Argument of Periastron Limit Flag
# COLUMN pl_rvamp:       Radial Velocity Amplitude [m/s]
# COLUMN pl_rvamperr1:   Radial Velocity Amplitude Upper Unc. [m/s]
# COLUMN pl_rvamplim:    Radial Velocity Amplitude Limit Flag
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_hmag:        H (2MASS) Magnitude
# COLUMN sy_hmagerr1:    H (2MASS) Magnitude Upper Unc
# COLUMN sy_hmagerr2:    H (2MASS) Magnitude Lower Unc
#
pl_name,tran_flag,pl_orbper,pl_orbpererr1,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasselim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenlim,pl_eqt,pl_eqterr1,pl_eqtlim,pl_tranmid,pl_tranmiderr1,pl_tranmidlim,pl_trandur,pl_trandurerr1,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorlim,pl_orblper,pl_orblpererr1,pl_orblperlim,pl_rvamp,pl_rvamperr1,pl_rvamplim,st_teff,st_tefferr1,st_tefflim,st_rad,st_raderr1,st_radlim,st_mass,st_masserr1,st_masslim,st_met,st_meterr1,st_metlim,rastr,ra,decstr,dec,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2
Kepler-462 c,1,207.62000000000,0.03000000000,0,0.7584000000,,0,4.00000000,0.20000000,0,6.00000000,10.80000000,0,0.110000,0.050000,0,453.00,,0,2455122.88311000,0.00204000,0,6.7330000,0.0757000,0,119.000000,16.000000,0,14.9000,3.2000,0,,,,7500.00,300.00,0,1.570000,0.080000,0,1.590000,0.080000,0,0.0500,0.1100,0,19h59m17.08s,299.8211502,+43d48m51.41s,43.8142793,11.6320000,0.0160000,-0.0160000,10.8760000,0.0290000,-0.0290000
Kepler-463 b,1,8.98101683300,0.00000316200,0,0.0792500000,0.0002200000,0,3.05000000,0.43000000,0,9.53000000,,0,0.000000,,0,880.00,,0,2454969.64926300,0.00029200,0,1.8737000,0.0159000,0,38.070000,1.300000,0,,,,,,,5661.00,105.05,0,0.900000,0.127000,0,0.870000,0.054000,0,-0.2800,0.1240,0,19h55m44.84s,298.9368228,+44d51m28.31s,44.8578644,12.9990000,0.0800000,-0.0800000,11.2320000,0.0300000,-0.0300000
Kepler-464 b,1,7.25696522400,0.00000576600,0,0.0793100000,0.0007200000,0,3.30000000,0.16000000,0,10.90000000,,0,0.000000,,0,1163.00,,0,2454967.02329300,0.00065500,0,4.8639000,0.0220000,0,6.520000,0.053000,0,,,,,,,5933.00,67.87,0,1.590000,0.072000,0,1.210000,0.067000,0,0.1900,0.0740,0,19h39m20.43s,294.8351052,+48d58m56.35s,48.9823204,12.7500000,0.0690000,-0.0690000,11.3630000,0.0180000,-0.0180000
Kepler-465 b,1,9.94067246600,0.00000654500,0,0.0919500000,0.0008500000,0,2.95000000,0.25000000,0,9.01000000,,0,0.000000,,0,996.00,,0,2454968.21507300,0.00054400,0,3.9006000,0.0174000,0,19.867000,0.319000,0,,,,,,,6310.00,63.38,0,1.290000,0.107000,0,1.230000,0.039000,0,0.0900,0.0820,0,18h58m13.39s,284.5557853,+46d03m49.99s,46.0638865,12.6510000,0.1940000,-0.1940000,11.5160000,0.0190000,-0.0190000
Kepler-466 b,1,51.07926307000,0.00006345000,0,0.2676900000,0.0027200000,0,2.85000000,0.22000000,0,8.50000000,,0,0.000000,,0,503.00,,0,2455018.18064900,0.00098700,0,6.3729000,0.0361000,0,62.716000,0.384000,0,,,,,,,5927.00,77.35,0,1.050000,0.080000,0,1.040000,0.039000,0,-0.0100,0.0920,0,19h42m35.68s,295.6486585,+48d29m43.87s,48.4955191,12.7990000,0.0570000,-0.0570000,11.4020000,0.0170000,-0.0170000
Kepler-466 c,1,3.70921384600,0.00000632500,0,0.0465800000,0.0004800000,0,1.25000000,0.10000000,0,2.10000000,,0,0.000000,,0,1206.00,,0,2454966.98373000,0.00144000,0,2.5575000,0.0384000,0,10.888000,0.398000,0,,,,,,,5927.00,77.35,0,1.050000,0.080000,0,1.040000,0.039000,0,-0.0100,0.0920,0,19h42m35.68s,295.6486585,+48d29m43.87s,48.4955191,12.7990000,0.0570000,-0.0570000,11.4020000,0.0170000,-0.0170000
Kepler-467 b,1,24.99324193000,0.00006498000,0,0.1684800000,0.0015100000,0,2.25000000,0.30000000,0,5.69000000,,0,0.000000,,0,712.00,,0,2454971.68238000,0.00212000,0,5.9083000,0.0711000,0,21.600000,2.800000,0,,,,,,,5809.00,68.69,0,1.370000,0.037000,0,1.050000,0.033000,0,0.0600,0.0720,0,19h09m27.10s,287.3629145,+38d38m59.04s,38.6497341,12.4280000,0.0800000,-0.0800000,10.9610000,0.0220000,-0.0220000
Kepler-468 b,1,38.47875706700,0.00000485100,0,0.2213000000,,0,13.34000000,0.32000000,0,,,,0.000000,,0,484.00,,0,2454984.85300600,0.00010100,0,5.0584500,0.0034600,0,66.246500,0.076300,0,,,,,,,5498.00,60.91,0,0.870000,0.021000,0,0.960000,0.023000,0,0.1000,0.0860,0,19h15m36.55s,288.9022829,+49d22m13.47s,49.3704079,13.8520000,0.1260000,-0.1260000,12.1150000,0.0300000,-0.0300000
Kepler-47 b,1,49.46430000000,0.00810000000,0,0.2877000000,0.0014000000,0,3.05000000,0.04000000,0,2.07000000,23.70000000,0,0.021000,0.002500,0,,,,2454968.64270000,0.00430000,0,,,,,,,48.6000,3.0000,0,,,,5636.00,100.00,0,0.936000,0.005000,0,0.957000,0.013000,0,-0.2500,0.0800,0,19h41m11.49s,295.2978883,+46d55m13.55s,46.9204303,15.3100000,0.1150000,-0.1150000,13.6390000,0.0350000,-0.0350000
Kepler-47 c,1,303.22700000000,0.06200000000,0,0.9638000000,0.0041000000,0,4.65000000,0.09000000,0,3.17000000,2.18000000,0,0.044000,0.029000,0,,,,2454944.36200000,0.06700000,0,,,,,,,306.0000,40.0000,0,,,,5636.00,100.00,0,0.936000,0.005000,0,0.957000,0.013000,0,-0.2500,0.0800,0,19h41m11.49s,295.2978883,+46d55m13.55s,46.9204303,15.3100000,0.1150000,-0.1150000,13.6390000,0.0350000,-0.0350000
Kepler-47 d,1,187.36600000000,0.06900000000,0,0.6992000000,0.0031000000,0,7.04000000,0.66000000,0,19.02000000,23.84000000,0,0.024000,0.025000,0,,,,2455045.42800000,0.04400000,0,,,,,,,352.0000,96.0000,0,,,,5636.00,100.00,0,0.936000,0.005000,0,0.957000,0.013000,0,-0.0432,0.0142,0,19h41m11.49s,295.2978883,+46d55m13.55s,46.9204303,15.3100000,0.1150000,-0.1150000,13.6390000,0.0350000,-0.0350000
Kepler-471 b,1,5.01423457500,0.00000059400,0,0.0626000000,,0,14.96000000,5.42000000,0,,,,0.000000,,0,1308.00,,0,2454966.17425790,0.00009650,0,4.6115300,0.0029700,0,8.957700,0.011800,0,,,,,,,6733.00,288.74,0,1.800000,0.652000,0,1.490000,0.222000,0,0.0700,0.1440,0,19h56m23.40s,299.0975167,+43d29m51.31s,43.4975851,13.7670000,0.0690000,-0.0690000,12.5830000,0.0370000,-0.0370000
Kepler-472 b,1,4.17625551400,0.00000184400,0,0.0482300000,0.0003400000,0,3.22000000,0.13000000,0,10.50000000,,0,0.000000,,0,876.00,,0,2454966.09034100,0.00036100,0,3.7012000,0.0486000,0,7.490000,0.870000,0,,,,,,,4996.00,82.76,0,0.780000,0.016000,0,0.850000,0.025000,0,0.1600,0.0930,0,19h46m05.88s,296.5245187,+39d14m59.46s,39.2498503,13.8980000,0.1830000,-0.1830000,11.5650000,0.0230000,-0.0230000
Kepler-473 b,1,14.55731705000,0.00001399000,0,0.1204800000,0.0007900000,0,4.08000000,0.79000000,0,15.60000000,,0,0.000000,,0,879.00,,0,2454978.09466200,0.00076300,0,7.7724000,0.0262000,0,14.727700,0.016000,0,,,,,,,5816.00,74.23,0,1.340000,0.260000,0,1.060000,0.073000,0,0.1200,0.0930,0,19h06m31.22s,286.6300796,+38d56m44.13s,38.9455907,13.5480000,0.0920000,-0.0920000,11.7950000,0.0230000,-0.0230000
Kepler-474 b,1,5.66067293500,0.00000373300,0,0.0609200000,0.0004300000,0,3.06000000,0.48000000,0,9.59000000,,0,0.000000,,0,1115.00,,0,2454970.41550100,0.00053700,0,4.6722000,0.0350000,0,7.250000,0.280000,0,,,,,,,5785.00,92.56,0,1.080000,0.171000,0,0.990000,0.049000,0,-0.0100,0.0880,0,19h29m17.16s,292.3215174,+43d52m52.22s,43.8811723,13.6290000,0.0690000,-0.0690000,11.9690000,0.0200000,-0.0200000
Kepler-475 b,1,3.10550818900,0.00000104200,0,0.0398900000,0.0002000000,0,2.49000000,0.05000000,0,6.76000000,,0,0.000000,,0,980.00,,0,2454966.21043600,0.00027500,0,1.7210000,0.0207000,0,8.800000,2.400000,0,,,,,,,5009.00,85.00,0,0.790000,0.017000,0,0.860000,0.027000,0,0.2100,0.0810,0,19h08m12.41s,287.0516940,+40d12m41.12s,40.2114232,13.5120000,0.1030000,-0.1030000,11.3310000,0.0220000,-0.0220000
Kepler-476 b,1,14.00640607000,0.00001794000,0,0.1126000000,,0,3.08000000,0.51000000,0,9.69000000,,0,0.000000,,0,807.00,,0,2454975.20931700,0.00098100,0,4.6809000,0.0407000,0,19.480000,5.700000,0,,,,,,,5837.00,101.08,0,1.090000,0.157000,0,1.030000,0.049000,0,0.0400,0.0900,0,19h40m39.30s,295.1637592,+43d57m47.06s,43.9630716,14.0180000,0.1140000,-0.1140000,12.3580000,0.0190000,-0.0190000
Kepler-477 b,1,11.11990653000,0.00001160000,0,0.0911000000,,0,2.07000000,0.18000000,0,4.94000000,,0,0.000000,,0,649.00,,0,2454972.75293600,0.00083100,0,3.3296000,0.0309000,0,19.700000,5.900000,0,,,,,,,5240.00,49.30,0,0.790000,0.018000,0,0.870000,0.025000,0,-0.0400,0.1120,0,19h12m16.19s,288.0674450,+42d21m19.10s,42.3553050,13.8350000,0.1140000,-0.1140000,11.8320000,0.0230000,-0.0230000
Kepler-478 b,1,13.22175760000,0.00001390000,0,0.1032000000,,0,2.71000000,0.09000000,0,7.80000000,,0,0.000000,,0,640.00,,0,2454972.57015700,0.00087300,0,2.9069000,0.0459000,0,21.700000,7.500000,0,,,,,,,5210.00,69.43,0,0.800000,0.025000,0,0.850000,0.030000,0,-0.0300,0.1050,0,19h29m56.88s,292.4870063,+46d11m46.27s,46.1961870,14.1560000,0.1370000,-0.1370000,12.1130000,0.0170000,-0.0170000
Kepler-479 b,1,12.49341307000,0.00001360000,0,0.0963600000,0.0011300000,0,2.12000000,0.09000000,0,5.14000000,,0,0.000000,,0,649.00,,0,2454971.46153600,0.00095300,0,2.2382000,0.0329000,0,34.730000,0.830000,0,,,,,,,5247.00,73.63,0,0.810000,0.025000,0,0.860000,0.032000,0,-0.0200,0.1020,0,19h24m05.25s,291.0218899,+37d46m11.54s,37.7698734,13.7240000,0.0920000,-0.0920000,11.7840000,0.0210000,-0.0210000
Kepler-480 b,1,4.91958379500,0.00000489700,0,0.0602400000,0.0004200000,0,2.78000000,0.29000000,0,8.15000000,,0,0.000000,,0,1312.00,,0,2454967.60275900,0.00079900,0,4.1876000,0.0260000,0,7.460000,0.620000,0,,,,,,,6322.00,71.60,0,1.340000,0.140000,0,1.250000,0.050000,0,0.1100,0.0940,0,19h37m51.34s,294.4639165,+49d45m54.17s,49.7650473,13.2300000,0.0800000,-0.0800000,12.1100000,0.0210000,-0.0210000
Kepler-481 b,1,10.06082567000,0.00001522000,0,0.0892600000,0.0008100000,0,2.50000000,0.37000000,0,6.80000000,,0,0.000000,,0,899.00,,0,2454971.96752000,0.00127000,0,4.5782000,0.0420000,0,17.500000,5.300000,0,,,,,,,5802.00,73.64,0,1.090000,0.161000,0,1.010000,0.039000,0,0.0300,0.0870,0,19h27m37.68s,291.9069862,+49d15m43.47s,49.2620760,14.0540000,0.1490000,-0.1490000,12.4000000,0.0180000,-0.0180000
Kepler-482 b,1,56.35418576000,0.00009371000,0,0.2578700000,0.0001700000,0,2.36000000,0.37000000,0,6.17000000,,0,0.000000,,0,352.00,,0,2454977.83637000,0.00133000,0,3.2900000,0.0553000,0,133.700000,8.700000,0,,,,,,,4871.00,63.64,0,0.720000,0.025000,0,0.750000,0.036000,0,-0.1300,0.1100,0,19h47m17.50s,296.8229326,+48d06m27.95s,48.1077628,14.0490000,0.1600000,-0.1600000,11.6610000,0.0190000,-0.0190000
Kepler-483 b,1,30.22910400000,0.00007851000,0,0.1947100000,0.0017800000,0,3.21000000,0.68000000,0,10.40000000,,0,0.000000,,0,755.00,,0,2454967.52038000,0.00197000,0,6.4658000,0.0695000,0,26.200000,3.500000,0,,,,,,,6346.00,79.71,0,1.470000,0.312000,0,1.280000,0.095000,0,0.0900,0.0910,0,19h26m35.23s,291.6467764,+41d53m04.86s,41.8846843,13.4520000,0.0800000,-0.0800000,12.2510000,0.0210000,-0.0210000
Kepler-484 b,1,10.04556931300,0.00000719600,0,0.0903600000,0.0007900000,0,2.28000000,0.07000000,0,5.82000000,,0,0.000000,,0,766.00,,0,2454962.09327300,0.00059700,0,3.1986000,0.0200000,0,24.500000,1.000000,0,,,,,,,5668.00,54.61,0,0.870000,0.020000,0,0.960000,0.023000,0,-0.1000,0.0900,0,18h57m34.63s,284.3942844,+46d14m56.80s,46.2491109,13.0770000,0.1030000,-0.1030000,11.5750000,0.0170000,-0.0170000
Kepler-485 b,1,3.24325979600,0.00000018300,0,0.0440100000,0.0004100000,0,14.41000000,3.38000000,0,,,,0.000000,,0,1243.00,,0,2454966.66904420,0.00004640,0,3.0359800,0.0016800,0,9.173670,0.004620,0,,,,,,,5958.00,105.05,0,1.090000,0.256000,0,1.070000,0.082000,0,0.0400,0.1470,0,19h39m59.12s,294.9963415,+50d28m12.16s,50.4700458,15.0690000,0.1030000,-0.1030000,13.4790000,0.0220000,-0.0220000
Kepler-487 b,1,15.35876840300,0.00000221400,0,0.1181900000,0.0013200000,0,11.42000000,0.69000000,0,,,,0.000000,,0,662.00,,0,2454965.38510300,0.00011700,0,4.1452000,0.0146000,0,28.123000,0.944000,0,,,,,,,5444.00,89.78,0,0.880000,0.053000,0,0.910000,0.036000,0,0.0000,0.0990,0,19h41m08.94s,295.2872318,+41d13m19.21s,41.2220033,14.8820000,0.1830000,-0.1830000,13.3260000,0.0270000,-0.0270000
Kepler-487 c,1,38.65199760000,0.00025170000,0,0.2186400000,0.0024200000,0,2.68000000,0.18000000,0,7.65000000,,0,0.000000,,0,487.00,,0,2454997.04919000,0.00537000,0,6.3360000,0.1250000,0,48.900000,2.200000,0,,,,,,,5444.00,89.78,0,0.880000,0.053000,0,0.910000,0.036000,0,0.0000,0.0990,0,19h41m08.94s,295.2872318,+41d13m19.21s,41.2220033,14.8820000,0.1830000,-0.1830000,13.3260000,0.0270000,-0.0270000
Kepler-489 b,1,17.27629611900,0.00000245500,0,0.1210900000,0.0012900000,0,7.72000000,0.17000000,0,46.10000000,,0,0.000000,,0,538.00,,0,2454966.83924600,0.00011600,0,3.9433200,0.0041200,0,36.581900,0.037400,0,,,,,,,5014.00,70.48,0,0.760000,0.017000,0,0.820000,0.026000,0,0.0000,0.1050,0,19h23m19.98s,290.8332412,+38d11m03.07s,38.1841851,14.2210000,0.1030000,-0.1030000,12.0580000,0.0200000,-0.0200000
Kepler-49 d,1,2.57654900000,0.00000300000,0,0.0310000000,,0,1.60000000,0.07000000,0,235.98200000,,1,0.000000,,0,717.00,,0,2455005.12932000,0.00066000,0,1.5970000,0.0230000,0,12.787000,0.735000,0,,,,,,,4252.00,100.00,0,0.559000,0.021000,0,0.549000,0.009000,0,0.0300,0.0920,0,19h29m10.68s,292.2945208,+40d35m30.52s,40.5918123,15.6550000,0.0460000,-0.0460000,12.4870000,0.0230000,-0.0230000
Kepler-49 e,1,18.59610800000,0.00007900000,0,0.1160000000,,0,1.56000000,0.08000000,0,1.03815000,,1,0.000000,,0,371.00,,0,2454974.26415000,0.00242000,0,2.1640000,0.0690000,0,63.200000,4.700000,0,,,,,,,4252.00,100.00,0,0.559000,0.021000,0,0.549000,0.009000,0,0.0300,0.0920,0,19h29m10.68s,292.2945208,+40d35m30.52s,40.5918123,15.6550000,0.0460000,-0.0460000,12.4870000,0.0230000,-0.0230000
Kepler-490 b,1,3.26869515400,0.00000023000,0,0.0453000000,,0,11.65000000,3.29000000,0,,,,0.000000,,0,1597.00,,0,2454970.48170670,0.00005710,0,3.4531500,0.0029200,0,7.934200,0.057700,0,,,,,,,6045.00,142.42,0,1.120000,0.316000,0,1.080000,0.105000,0,-0.0200,0.1320,0,19h40m06.16s,295.0256620,+46d57m21.43s,46.9559536,14.8430000,0.0920000,-0.0920000,13.5020000,0.0260000,-0.0260000
Kepler-491 b,1,4.22538451200,0.00000026800,0,0.0519100000,0.0005100000,0,8.92000000,0.80000000,0,59.00000000,,0,0.000000,,0,1111.00,,0,2454970.56067430,0.00005340,0,2.8182900,0.0018700,0,12.378500,0.030000,0,,,,,,,5582.00,53.81,0,1.030000,0.092000,0,1.040000,0.026000,0,0.3700,0.0490,0,19h08m31.34s,287.1305782,+42d21m00.55s,42.3501533,14.1780000,0.1940000,-0.1940000,12.4260000,0.0200000,-0.0200000
Kepler-493 b,1,3.00387658100,0.00000098800,0,0.0439000000,,0,15.13000000,5.00000000,0,,,,0.000000,,0,1438.00,,0,2454967.71127100,0.00027100,0,3.2585000,0.0133000,0,3.814000,0.048000,0,,,,,,,6457.00,210.24,0,1.540000,0.509000,0,1.360000,0.159000,0,0.1100,0.1530,0,19h41m13.81s,295.3075252,+38d52m53.66s,38.8815716,15.2680000,0.1370000,-0.1370000,13.6960000,0.0280000,-0.0280000
Kepler-495 b,1,3.41303622100,0.00000059800,0,0.0427000000,,0,5.23000000,0.42000000,0,23.80000000,,0,0.000000,,0,1200.00,,0,2454965.44308800,0.00014600,0,2.6075300,0.0063300,0,10.540600,0.059000,0,,,,,,,5346.00,128.17,0,0.830000,0.067000,0,0.860000,0.044000,0,-0.0700,0.1530,0,19h03m43.38s,285.9307362,+39d05m53.23s,39.0981201,14.9420000,0.0920000,-0.0920000,12.8590000,0.0250000,-0.0250000
Kepler-496 b,1,8.30864937000,0.00001090000,0,0.0747000000,,0,2.32000000,0.19000000,0,5.99000000,,0,0.000000,,0,747.00,,0,2454971.10889000,0.00106000,0,3.2210000,0.0323000,0,20.140000,0.546000,0,,,,,,,5293.00,81.95,0,0.820000,0.063000,0,0.860000,0.042000,0,-0.0300,0.1490,0,19h26m33.82s,291.6408978,+41d14m27.98s,41.2411044,15.1060000,0.2630000,-0.2630000,13.0230000,0.0190000,-0.0190000
Kepler-497 b,1,3.57320367100,0.00000090800,0,0.0457000000,,0,6.04000000,1.58000000,0,30.40000000,,0,0.000000,,0,1210.00,,0,2454967.93425700,0.00021100,0,2.8837000,0.0121000,0,9.950700,0.039000,0,,,,,,,5834.00,110.98,0,1.110000,0.291000,0,1.090000,0.095000,0,0.2400,0.1130,0,19h23m03.83s,290.7659557,+38d55m40.61s,38.9279468,14.9500000,0.0800000,-0.0800000,13.2870000,0.0270000,-0.0270000
Kepler-498 b,1,9.61375356000,0.00001173000,0,0.0897000000,,0,3.03000000,0.50000000,0,9.43000000,,0,0.000000,,0,931.00,,0,2454965.18509000,0.00101000,0,4.7305000,0.0399000,0,10.790000,5.000000,0,,,,,,,5744.00,144.47,0,0.960000,0.159000,0,0.980000,0.060000,0,-0.0400,0.1450,0,19h21m25.96s,290.3581592,+44d31m07.40s,44.5187225,14.3490000,0.1830000,-0.1830000,12.7880000,0.0220000,-0.0220000
Kepler-499 b,1,5.63252845300,0.00000575300,0,0.0598000000,,0,2.17000000,0.25000000,0,5.35000000,,0,0.000000,,0,844.00,,0,2454966.81794200,0.00082700,0,2.1530000,0.0278000,0,17.270000,5.000000,0,,,,,,,5312.00,140.65,0,0.830000,0.069000,0,0.870000,0.046000,0,0.0000,0.1480,0,19h40m26.39s,295.1099549,+43d54m54.36s,43.9151012,14.6300000,0.1140000,-0.1140000,12.5110000,0.0230000,-0.0230000
Kepler-5 b,1,3.54846570000,0.00000070000,0,0.0538000000,0.0015000000,0,15.98403400,0.40352400,0,670.93913000,21.29461000,0,0.000000,,0,1750.00,20.00,0,2454955.90144000,0.00002000,0,4.5690400,0.0011800,0,6.450000,0.021000,0,,,,227.50000,2.80000,0,6297.00,60.00,0,1.793000,0.043000,0,1.374000,0.040000,0,0.0400,0.0600,0,19h57m37.69s,299.4070341,+44d02m06.14s,44.0350387,13.3250000,0.0920000,-0.0920000,11.8630000,0.0320000,-0.0320000
Kepler-50 b,1,7.81254000000,0.00010000000,0,0.0770000000,0.0120000000,0,1.71000000,0.05000000,0,8.90000000,,1,0.000000,,0,1196.00,,0,2454974.37600000,0.00700000,0,3.8000000,0.0500000,0,10.526300,3.759400,0,,,,0.02916,2.61639,0,6225.00,66.00,0,1.580000,0.020000,0,1.240000,0.050000,0,0.0300,0.0600,0,19h12m24.22s,288.1009312,+50d02m01.26s,50.0336844,10.5440000,0.0070000,-0.0070000,9.2500000,0.0310000,-0.0310000
Kepler-50 c,1,9.37647000000,0.00004000000,0,0.0870000000,0.0140000000,0,2.17000000,0.07000000,0,8.20000000,,1,0.000000,,0,1125.00,,0,2454969.95800000,0.00300000,0,2.0600000,0.0300000,0,11.904800,4.224300,0,,,,2.80968,2.82227,0,6225.00,66.00,0,1.580000,0.020000,0,1.240000,0.050000,0,0.0300,0.0600,0,19h12m24.22s,288.1009312,+50d02m01.26s,50.0336844,10.5440000,0.0070000,-0.0070000,9.2500000,0.0310000,-0.0310000
Kepler-500 b,1,8.50832439800,0.00000910900,0,0.0836100000,0.0009100000,0,2.58000000,0.25000000,0,7.18000000,,0,0.000000,,0,909.00,,0,2454967.78661400,0.00090800,0,3.5033000,0.0298000,0,19.251000,0.159000,0,,,,,,,5813.00,100.75,0,1.030000,0.096000,0,1.020000,0.045000,0,0.0300,0.0920,0,19h43m48.32s,295.9513472,+43d51m07.16s,43.8519884,14.3240000,0.0800000,-0.0800000,12.6930000,0.0230000,-0.0230000
Kepler-501 b,1,5.64067757200,0.00000378100,0,0.0627000000,,0,4.30000000,0.69000000,0,17.10000000,,0,0.000000,,0,1125.00,,0,2454971.55619400,0.00055600,0,2.9016000,0.0359000,0,15.726000,0.231000,0,,,,,,,5904.00,207.83,0,1.040000,0.167000,0,1.030000,0.081000,0,-0.0300,0.1400,0,19h48m48.36s,297.2014919,+41d43m48.55s,41.7301534,14.8860000,0.1600000,-0.1600000,13.2720000,0.0260000,-0.0260000
Kepler-502 b,1,4.28686431000,0.00000322300,0,0.0535000000,,0,4.77000000,1.46000000,0,20.40000000,,0,0.000000,,0,1217.00,,0,2454971.61546600,0.00061800,0,4.4231000,0.0661000,0,4.479000,0.086000,0,,,,,,,6125.00,113.77,0,1.220000,0.373000,0,1.150000,0.126000,0,0.0500,0.1380,0,19h24m19.23s,291.0801330,+43d51m36.69s,43.8601911,15.1360000,0.0350000,-0.0350000,13.6280000,0.0280000,-0.0280000
Kepler-504 b,1,9.54927542200,0.00000498600,0,0.0646000000,,0,1.59000000,0.18000000,0,3.15000000,,0,0.000000,,0,374.00,,0,2455008.75720900,0.00041600,0,1.7722000,0.0379000,0,47.100000,1.900000,0,,,,,,,3519.00,19.31,0,0.330000,0.016000,0,0.330000,0.020000,0,-0.3100,0.0510,0,18h59m41.27s,284.9219608,+45d58m20.38s,45.9723265,15.1430000,0.1140000,-0.1140000,11.3740000,0.0370000,-0.0370000
Kepler-505 b,1,27.52197994000,0.00003295000,0,0.1445000000,,0,2.60000000,0.11000000,0,7.27000000,,0,0.000000,,0,314.00,,0,2455022.82354700,0.00088000,0,4.0704000,0.0389000,0,53.600000,1.500000,0,,,,,,,3931.00,48.32,0,0.530000,0.021000,0,0.550000,0.023000,0,-0.1900,0.0890,0,19h11m25.91s,287.8579530,+42d32m33.63s,42.5426758,15.6070000,0.0230000,-0.0230000,12.2360000,0.0220000,-0.0220000
